label,text,tokens,clean_text
0,well good morning mr hows london treatin ya treacle,"['well', 'good', 'morning', 'mr', 'hows', 'london', 'treatin', 'ya', 'treacle']",well good morning mr hows london treatin ya treacle
0,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",thats cool gentleman treat dignity respect
0,i like to think theres always the possibility of being in a pub later,"['like', 'think', 'there', 'always', 'possibility', 'pub', 'later']",like think there always possibility pub later
0,when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever,"['born', 'god', 'said', 'oh', 'another', 'idiot', 'born', 'god', 'said', 'oh', 'competition', 'knew', 'one', 'day', 'two', 'become', 'freinds', 'forever']",born god said oh another idiot born god said oh competition knew one day two become freinds forever
0,if youre still up maybe leave the credit card so i can get gas when i get back like he told me to,"['youre', 'still', 'maybe', 'leave', 'credit', 'card', 'get', 'gas', 'get', 'back', 'like', 'told']",youre still maybe leave credit card get gas get back like told
0,i am waiting machan call me once you free,"['waiting', 'machan', 'call', 'free']",waiting machan call free
0,its good to hear from you,"['good', 'hear']",good hear
0,feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']",feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
1,you have won a guaranteed £ award or even £ cashto claim ur award call free on stop getstop on php,"['guaranteed', '£', 'award', 'even', '£', 'cashto', 'claim', 'ur', 'award', 'call', 'free', 'stop', 'getstop', 'php']",guaranteed £ award even £ cashto claim ur award call free stop getstop php
0,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,"['da', 'birthdate', 'certificate', 'april', 'real', 'date', 'today', 'dont', 'publish', 'shall', 'give', 'special', 'treat', 'keep', 'secret', 'way', 'thanks', 'wish']",da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
0,same as kallis dismissial in nd test,"['kallis', 'dismissial', 'nd', 'test']",kallis dismissial nd test
1,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptoutlf,"['double', 'min', 'double', 'txt', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobile', 'call', 'mobileupd', 'latest', 'offer', 'calloptoutlf']",double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf
0,kallis wont bat in nd innings,"['kallis', 'wont', 'bat', 'nd', 'inning']",kallis wont bat nd inning
0,come to my home for one last time i wont do anything trust me,"['come', 'home', 'one', 'last', 'time', 'wont', 'anything', 'trust']",come home one last time wont anything trust
0,what number do u live at is it,"['number', 'u', 'live']",number u live
0,i reach home safe n sound liao,"['reach', 'home', 'safe', 'n', 'sound', 'liao']",reach home safe n sound liao
0,nothing really just making sure everybodys up to speed,"['nothing', 'really', 'making', 'sure', 'everybodys', 'speed']",nothing really making sure everybodys speed
0,none of thats happening til you get here though,"['none', 'thats', 'happening', 'til', 'get', 'though']",none thats happening til get though
0,oops got that bit,"['oops', 'got', 'bit']",oops got bit
0,easy mate guess the quick drink was bit ambitious,"['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']",easy mate guess quick drink bit ambitious
0,kkwhy cant you come here and search job,"['kkwhy', 'cant', 'come', 'search', 'job']",kkwhy cant come search job
0,hope you are feeling great pls fill me in abiola,"['hope', 'feeling', 'great', 'pls', 'fill', 'abiola']",hope feeling great pls fill abiola
0,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day,"['cool', 'breeze', 'bright', 'sun', 'fresh', 'flower', 'twittering', 'bird', 'waiting', 'wish', 'u', 'goodmorning', 'amp', 'nice', 'day']",cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
0,no dear i do have free messages without any recharge hi hi hi,"['dear', 'free', 'message', 'without', 'recharge', 'hi', 'hi', 'hi']",dear free message without recharge hi hi hi
0,from tomorrow onwards eve to work,"['tomorrow', 'onwards', 'eve', 'work']",tomorrow onwards eve work
0,i aint answerin no phone at what is actually a pretty reasonable hour but im sleepy,"['aint', 'answerin', 'phone', 'actually', 'pretty', 'reasonable', 'hour', 'im', 'sleepy']",aint answerin phone actually pretty reasonable hour im sleepy
0,i doubt you could handle times per night in any case,"['doubt', 'could', 'handle', 'time', 'per', 'night', 'case']",doubt could handle time per night case
0,also maaaan are you missing out,"['also', 'maaaan', 'missing']",also maaaan missing
1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates wwwgetzedcouk pobox wwq normptone,"['free', 'st', 'week', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mate', 'wwwgetzedcouk', 'pobox', 'wwq', 'normptone']",free st week nokia tone ur mob every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone
1,this is the nd time we have tried contact u u have won the £ pound prize claim is easy call now only p per minute btnationalrate,"['nd', 'time', 'tried', 'contact', 'u', 'u', '£', 'pound', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']",nd time tried contact u u £ pound prize claim easy call p per minute btnationalrate
0,dunno i juz askin cos i got a card got off a salon called hair sense so i tot its da one ü cut ur hair,"['dunno', 'juz', 'askin', 'co', 'got', 'card', 'got', 'salon', 'called', 'hair', 'sense', 'tot', 'da', 'one', 'ü', 'cut', 'ur', 'hair']",dunno juz askin co got card got salon called hair sense tot da one ü cut ur hair
1,am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl,"['new', 'club', 'dont', 'fink', 'met', 'yet', 'b', 'gr', 'c', 'u', 'please', 'leave', 'msg', 'day', 'wiv', 'ur', 'area', 'reply', 'promised', 'carlie', 'x', 'calls£minmobsmore', 'lkpoboxhpfl']",new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl
0,aight sorry i take ten years to shower whats the plan,"['aight', 'sorry', 'take', 'ten', 'year', 'shower', 'whats', 'plan']",aight sorry take ten year shower whats plan
1,hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,"['hot', 'live', 'fantasy', 'call', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']",hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
0,want to send me a virtual hug i need one,"['want', 'send', 'virtual', 'hug', 'need', 'one']",want send virtual hug need one
0,oh k why you got job then whats up,"['oh', 'k', 'got', 'job', 'whats']",oh k got job whats
0,hitechnical supportproviding assistance to us customer through call and email,"['hitechnical', 'supportproviding', 'assistance', 'u', 'customer', 'call', 'email']",hitechnical supportproviding assistance u customer call email
0,aight ill get on fb in a couple minutes,"['aight', 'ill', 'get', 'fb', 'couple', 'minute']",aight ill get fb couple minute
1,someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,"['someone', 'u', 'know', 'asked', 'dating', 'service', 'contact', 'cant', 'guess', 'call', 'revealed', 'po', 'box', 'wu']",someone u know asked dating service contact cant guess call revealed po box wu
0,oh ho is this the first time u use these type of words,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",oh ho first time u use type word
0,pls help me tell ashley that i cant find her number oh,"['pls', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']",pls help tell ashley cant find number oh
0,dai what this da can i send my resume to this id,"['dai', 'da', 'send', 'resume', 'id']",dai da send resume id
0,ill probably be by tomorrow or even later tonight if somethings going on,"['ill', 'probably', 'tomorrow', 'even', 'later', 'tonight', 'somethings', 'going']",ill probably tomorrow even later tonight somethings going
0,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', 'waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']",sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at pm,"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'want', 'meet', 'today', 'pm']",know old dom told yesterday name roger got touch last night want meet today pm
1,latest nokia mobile or ipod mp player £ proze guaranteed reply with win to now norcorp ltd£mtmsgrcvd,"['latest', 'nokia', 'mobile', 'ipod', 'mp', 'player', '£', 'proze', 'guaranteed', 'reply', 'win', 'norcorp', 'ltd£mtmsgrcvd']",latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd£mtmsgrcvd
1,hi im sue i am years old and work as a lapdancer i love sex text me live im i my bedroom now text sue to by textoperator g da ppmsg,"['hi', 'im', 'sue', 'year', 'old', 'work', 'lapdancer', 'love', 'sex', 'text', 'live', 'im', 'bedroom', 'text', 'sue', 'textoperator', 'g', 'da', 'ppmsg']",hi im sue year old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg
0,yes princess i want to catch you with my big strong hands,"['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hand']",yes princess want catch big strong hand
0,ok i only ask abt e movie u wan ktv oso,"['ok', 'ask', 'abt', 'e', 'movie', 'u', 'wan', 'ktv', 'oso']",ok ask abt e movie u wan ktv oso
0,it means u could not keep ur words,"['mean', 'u', 'could', 'keep', 'ur', 'word']",mean u could keep ur word
0,pls send me a comprehensive mail about who im paying when and how much,"['pls', 'send', 'comprehensive', 'mail', 'im', 'paying', 'much']",pls send comprehensive mail im paying much
0,many times we lose our best ones bcoz we are,"['many', 'time', 'lose', 'best', 'one', 'bcoz']",many time lose best one bcoz
0,shopping lor them raining mah hard leave orchard,"['shopping', 'lor', 'raining', 'mah', 'hard', 'leave', 'orchard']",shopping lor raining mah hard leave orchard
0,already am squatting is the new way of walking,"['already', 'squatting', 'new', 'way', 'walking']",already squatting new way walking
0,enjoy ur life good night,"['enjoy', 'ur', 'life', 'good', 'night']",enjoy ur life good night
0,ya when are ü taking ure practical lessons i start in june,"['ya', 'ü', 'taking', 'ure', 'practical', 'lesson', 'start', 'june']",ya ü taking ure practical lesson start june
0,i meant as an apology from me for texting you to get me drugs at ltgt at night,"['meant', 'apology', 'texting', 'get', 'drug', 'ltgt', 'night']",meant apology texting get drug ltgt night
0,book which lesson then you msg me i will call up after work or sth im going to get specs my membership is px,"['book', 'lesson', 'msg', 'call', 'work', 'sth', 'im', 'going', 'get', 'spec', 'membership', 'px']",book lesson msg call work sth im going get spec membership px
1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref,"['customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', 'reschedule', 'ref']",customer service announcement recently tried make delivery unable please call reschedule ref
0,no need to ke qi ü too bored izzit y suddenly thk of this,"['need', 'ke', 'qi', 'ü', 'bored', 'izzit', 'suddenly', 'thk']",need ke qi ü bored izzit suddenly thk
0,i am on the way to tirupur,"['way', 'tirupur']",way tirupur
0,the greatest test of courage on earth is to bear defeat without losing heartgn tc,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc']",greatest test courage earth bear defeat without losing heartgn tc
0,ok i asked for money how far,"['ok', 'asked', 'money', 'far']",ok asked money far
0,dear i am not denying your words please,"['dear', 'denying', 'word', 'please']",dear denying word please
0,ki will give my kvb acc details,"['ki', 'give', 'kvb', 'acc', 'detail']",ki give kvb acc detail
0,take us out shopping and mark will distract isaiahd,"['take', 'u', 'shopping', 'mark', 'distract', 'isaiahd']",take u shopping mark distract isaiahd
0,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,"['honey', 'pls', 'find', 'much', 'sell', 'predicte', 'nigeria', 'many', 'time', 'used', 'important', 'reply', 'monday']",honey pls find much sell predicte nigeria many time used important reply monday
0,hi darlin im on helens fone im gonna b up the princes nite please come up tb love kate,"['hi', 'darlin', 'im', 'helen', 'fone', 'im', 'gon', 'na', 'b', 'prince', 'nite', 'please', 'come', 'tb', 'love', 'kate']",hi darlin im helen fone im gon na b prince nite please come tb love kate
0,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,"['hows', 'scotland', 'hope', 'showing', 'jjc', 'tendency', 'take', 'care', 'live', 'dream']",hows scotland hope showing jjc tendency take care live dream
0,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,"['oops', 'sorry', 'check', 'dont', 'mind', 'picking', 'tomo', 'half', 'eight', 'station', 'would', 'ok']",oops sorry check dont mind picking tomo half eight station would ok
1,free message activate your free text messages by replying to this message with the word free for terms conditions visit wwwcom,"['free', 'message', 'activate', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'wwwcom']",free message activate free text message replying message word free term condition visit wwwcom
0,greetings me consider yourself excused,"['greeting', 'consider', 'excused']",greeting consider excused
1,hard live chat just pmin choose your girl and connect live call now cheap chat uks biggest live service vu bcmwcnxx,"['hard', 'live', 'chat', 'pmin', 'choose', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcmwcnxx']",hard live chat pmin choose girl connect live call cheap chat uk biggest live service vu bcmwcnxx
0,haf u found him i feel so stupid da v cam was working,"['haf', 'u', 'found', 'feel', 'stupid', 'da', 'v', 'cam', 'working']",haf u found feel stupid da v cam working
0,its a big difference ltgt versus ltgt every ltgt hrs,"['big', 'difference', 'ltgt', 'versus', 'ltgt', 'every', 'ltgt', 'hr']",big difference ltgt versus ltgt every ltgt hr
0,yes last practice,"['yes', 'last', 'practice']",yes last practice
0,how long has it been since you screamed princess,"['long', 'since', 'screamed', 'princess']",long since screamed princess
0,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can get d name of a person bt not his girlfrnd g o o d n i g h t,"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', 'get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']",storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
1,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win £ cash wkentp,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'e', 'tulip', 'f', 'lily', 'txt', 'e', 'f', 'chance', 'win', '£', 'cash', 'wkentp']",eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win £ cash wkentp
0,k then marrow are you coming to class,"['k', 'marrow', 'coming', 'class']",k marrow coming class
0,they will pick up and drop in carso no problem,"['pick', 'drop', 'carso', 'problem']",pick drop carso problem
0,cool what time you think you can get here,"['cool', 'time', 'think', 'get']",cool time think get
0,i sent your maga that money yesterday oh,"['sent', 'maga', 'money', 'yesterday', 'oh']",sent maga money yesterday oh
0,i am late i will be there at,['late'],late
1,burger king wanna play footy at a top stadium get burger king before st sept and go large or super with cocacola and walk out a winner,"['burger', 'king', 'wan', 'na', 'play', 'footy', 'top', 'stadium', 'get', 'burger', 'king', 'st', 'sept', 'go', 'large', 'super', 'cocacola', 'walk', 'winner']",burger king wan na play footy top stadium get burger king st sept go large super cocacola walk winner
0,im in a movie collect car oredi,"['im', 'movie', 'collect', 'car', 'oredi']",im movie collect car oredi
0,im viveki got call from your number,"['im', 'viveki', 'got', 'call', 'number']",im viveki got call number
0,huh hyde park not in mel ah opps got confused anyway if tts e best choice den we juz have to take it,"['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'e', 'best', 'choice', 'den', 'juz', 'take']",huh hyde park mel ah opps got confused anyway tt e best choice den juz take
0,ard lor i ok then message ü lor,"['ard', 'lor', 'ok', 'message', 'ü', 'lor']",ard lor ok message ü lor
0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna,"['nowadays', 'people', 'notixiquating', 'laxinorficated', 'opportunity', 'bambling', 'entropication', 'ever', 'oblisingately', 'opted', 'ur', 'book', 'masteriastering', 'amplikater', 'fidalfication', 'champlaxigating', 'think', 'atrocious', 'wotz', 'ur', 'opinion', 'junna']",nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
1,do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow,"['want', 'anytime', 'network', 'min', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']",want anytime network min text new video phone five pound per week call reply delivery tomorrow
0,yup ü not comin,"['yup', 'ü', 'comin']",yup ü comin
0,wah okie okie muz make use of e unlimited haha,"['wah', 'okie', 'okie', 'muz', 'make', 'use', 'e', 'unlimited', 'haha']",wah okie okie muz make use e unlimited haha
0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']",opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,hi my engagement has been fixd on ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn,"['hi', 'engagement', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'w', 'al', 'sudn']",hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt w al sudn
0,geeeee i love you so much i can barely stand it,"['geeeee', 'love', 'much', 'barely', 'stand']",geeeee love much barely stand
0,what pa tell me i went to bath,"['pa', 'tell', 'went', 'bath']",pa tell went bath
0,says that hes quitting at leasttimes a day so i wudnt take much notice of that nah she didnt mind are you gonna see him again do you want to come to taunton tonight u can tell me all about,"['say', 'he', 'quitting', 'leasttimes', 'day', 'wudnt', 'take', 'much', 'notice', 'nah', 'didnt', 'mind', 'gon', 'na', 'see', 'want', 'come', 'taunton', 'tonight', 'u', 'tell']",say he quitting leasttimes day wudnt take much notice nah didnt mind gon na see want come taunton tonight u tell
0,i thank you so much for all you do with selflessness i love you plenty,"['thank', 'much', 'selflessness', 'love', 'plenty']",thank much selflessness love plenty
0,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,"['ujhhhhhhh', 'computer', 'shipped', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop']",ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
0,wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sm', 'st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']",wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
0,i am not having her number sir,"['number', 'sir']",number sir
0,probably gonna be here for a while see you later tonight lt,"['probably', 'gon', 'na', 'see', 'later', 'tonight', 'lt']",probably gon na see later tonight lt
0,hi where you you in home or calicut,"['hi', 'home', 'calicut']",hi home calicut
0,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune,"['per', 'request', 'maangalyam', 'alaipayuthe', 'set', 'callertune', 'caller', 'press', 'copy', 'friend', 'callertune']",per request maangalyam alaipayuthe set callertune caller press copy friend callertune
0,hey whats up charles sorry about the late reply,"['hey', 'whats', 'charles', 'sorry', 'late', 'reply']",hey whats charles sorry late reply
0,dont worry is easy once have ingredients,"['dont', 'worry', 'easy', 'ingredient']",dont worry easy ingredient
0,thats cool where should i cum on you or in you,"['thats', 'cool', 'cum']",thats cool cum
0,send me yettys number pls,"['send', 'yettys', 'number', 'pls']",send yettys number pls
0,single line with a big meaning miss anything ur best life but dont miss ur best life for anything gud nyt,"['single', 'line', 'big', 'meaning', 'miss', 'anything', 'ur', 'best', 'life', 'dont', 'miss', 'ur', 'best', 'life', 'anything', 'gud', 'nyt']",single line big meaning miss anything ur best life dont miss ur best life anything gud nyt
0,yup ive finished c ü there,"['yup', 'ive', 'finished', 'c', 'ü']",yup ive finished c ü
0,havent planning to buy later i check already lido only got show in e afternoon u finish work already,"['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']",havent planning buy later check already lido got show e afternoon u finish work already
0,i can call in ltgt min if thats ok,"['call', 'ltgt', 'min', 'thats', 'ok']",call ltgt min thats ok
0,brainless baby dolld vehicle sariyag drive madoke barolla,"['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']",brainless baby dolld vehicle sariyag drive madoke barolla
0,are there ta jobs available let me know please cos i really need to start working,"['ta', 'job', 'available', 'let', 'know', 'please', 'co', 'really', 'need', 'start', 'working']",ta job available let know please co really need start working
0,then wat r u doing now busy wif work,"['wat', 'r', 'u', 'busy', 'wif', 'work']",wat r u busy wif work
0,change again its e one next to escalator,"['change', 'e', 'one', 'next', 'escalator']",change e one next escalator
0,ki deleted my contact that why,"['ki', 'deleted', 'contact']",ki deleted contact
0,hello hello hi lou sorry it took so long reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday hun,"['hello', 'hello', 'hi', 'lou', 'sorry', 'took', 'long', 'reply', 'left', 'mobile', 'friend', 'lancaster', 'got', 'bak', 'neway', 'im', 'sorry', 'couldn\x92t', 'make', 'ur', 'b\x92day', 'hun']",hello hello hi lou sorry took long reply left mobile friend lancaster got bak neway im sorry couldnt make ur bday hun
0,lmao wheres your fish memory when i need it,"['lmao', 'wheres', 'fish', 'memory', 'need']",lmao wheres fish memory need
0,oh god i am happy to see your message after days,"['oh', 'god', 'happy', 'see', 'message', 'day']",oh god happy see message day
0,call me i am senthil from hsbc,"['call', 'senthil', 'hsbc']",call senthil hsbc
0,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday,"['im', 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'im', 'unemployed', 'moment', 'always', 'sleep', 'late', 'youre', 'unemployed', 'every', 'day', 'saturday']",im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
0,from someone not to smoke when every time ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,"['someone', 'smoke', 'every', 'time', 'ive', 'smoked', 'last', 'two', 'week', 'calling', 'texting', 'wanted', 'smoke']",someone smoke every time ive smoked last two week calling texting wanted smoke
1,ur ringtone service has changed free credits go to clubmobilescom to choose content now stop txt club stop to pwk club po box mk wt,"['ur', 'ringtone', 'service', 'changed', 'free', 'credit', 'go', 'clubmobilescom', 'choose', 'content', 'stop', 'txt', 'club', 'stop', 'pwk', 'club', 'po', 'box', 'mk', 'wt']",ur ringtone service changed free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt
0,me n him so funny,"['n', 'funny']",n funny
0,ok,['ok'],ok
0,dun need to use dial up juz open da browser n surf,"['dun', 'need', 'use', 'dial', 'juz', 'open', 'da', 'browser', 'n', 'surf']",dun need use dial juz open da browser n surf
0,i did one slice and one breadstick lol,"['one', 'slice', 'one', 'breadstick', 'lol']",one slice one breadstick lol
0,hi where are you were at and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you,"['hi', 'theyre', 'keen', 'go', 'kind', 'feel', 'shouldnt', 'go', 'tomo', 'dont', 'mind']",hi theyre keen go kind feel shouldnt go tomo dont mind
0,haha get used to driving to usf man i know a lot of stoners,"['haha', 'get', 'used', 'driving', 'usf', 'man', 'know', 'lot', 'stoner']",haha get used driving usf man know lot stoner
1,loan for any purpose £ £ homeowners tenants welcome have you been previously refused we can still help call free or text back help,"['loan', 'purpose', '£', '£', 'homeowner', 'tenant', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', 'help']",loan purpose £ £ homeowner tenant welcome previously refused still help call free text back help
0,i will once i get home,"['get', 'home']",get home
0,hi dear we saw dear we both are happy where you my battery is low,"['hi', 'dear', 'saw', 'dear', 'happy', 'battery', 'low']",hi dear saw dear happy battery low
0,misplaced your number and was sending texts to your old number wondering why ive not heard from you this year all the best in your mcat got this number from my atlanta friends,"['misplaced', 'number', 'sending', 'text', 'old', 'number', 'wondering', 'ive', 'heard', 'year', 'best', 'mcat', 'got', 'number', 'atlanta', 'friend']",misplaced number sending text old number wondering ive heard year best mcat got number atlanta friend
0,shuhui has bought rons present its a swatch watch,"['shuhui', 'bought', 'ron', 'present', 'swatch', 'watch']",shuhui bought ron present swatch watch
0,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,"['got', 'another', 'job', 'one', 'hospital', 'data', 'analysis', 'something', 'start', 'monday', 'sure', 'thesis', 'got', 'finished']",got another job one hospital data analysis something start monday sure thesis got finished
0,you have registered sinco as payee log in at icicibankcom and enter urn ltgt to confirm beware of frauds do not share or disclose urn to anyone,"['registered', 'sinco', 'payee', 'log', 'icicibankcom', 'enter', 'urn', 'ltgt', 'confirm', 'beware', 'fraud', 'share', 'disclose', 'urn', 'anyone']",registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
0,vikky come around lttimegt,"['vikky', 'come', 'around', 'lttimegt']",vikky come around lttimegt
1,i am hot n horny and willing i live local to you text a reply to hear strt back from me p per msg netcollex ltdhelpdesk reply stop to end,"['hot', 'n', 'horny', 'willing', 'live', 'local', 'text', 'reply', 'hear', 'strt', 'back', 'p', 'per', 'msg', 'netcollex', 'ltdhelpdesk', 'reply', 'stop', 'end']",hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end
0,every mondaynxt week vl be completing,"['every', 'mondaynxt', 'week', 'vl', 'completing']",every mondaynxt week vl completing
0,are you coming to day for class,"['coming', 'day', 'class']",coming day class
0,have a good evening ttyl,"['good', 'evening', 'ttyl']",good evening ttyl
0,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,"['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'im', 'weak', 'sucker', 'hospital', 'weak', 'sucker']",u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker
1,last chance claim ur £ worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz £ sub,"['last', 'chance', 'claim', 'ur', '£', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', 'savamob', 'offer', 'mobile', 'c', 'savamob', 'pobox', 'muz', '£', 'sub']",last chance claim ur £ worth discount voucher today text shop savamob offer mobile c savamob pobox muz £ sub
0,ok i thk i got it then u wan me come now or wat,"['ok', 'thk', 'got', 'u', 'wan', 'come', 'wat']",ok thk got u wan come wat
